Sukunimi;Yhteensä
Siebenberg;26
Siegfrids;50
Siekkeli;123
Siekkinen;1524
Siemssen;23
Sieppi;463
Sieppo;40
Sieranen;21
Sieranoja;34
Sierilä;30
Sierla;44
Siermala;229
Sietiö;38
Sievälä;73
Sievänen;752
Sievers;130
Sievi;36
Sievi-Korte;38
Sievilä;53
Sieviläinen;45
Sievinen;113
Sievistö;26
Sievola;78
Sigfrids;71
Sigfridsson;27
Sigg;78
Siggberg;46
Signell;61
Sigvart;38
Sihlman;43
Sihto;149
Sihtola;63
Sihvo;671
Sihvola;703
Sihvonen;2095
Siidoroff;28
Siidorov;37
Siidorow;22
Siik;199
Siika;83
Siika-aho;136
Siikakoski;26
Siikala;133
Siikaluoma;197
Siikamäki;75
Siikanen;270
Siikaniemi;38
Siikaniva;26
Siikaoja;38
Siikaranta;42
Siikarla;73
Siikavirta;165
Siiki;92
Siikilä;40
Siikjärvi;40
Siikki;42
Siikonen;67
Siikström;34
Siilanen;24
Siilasvuo;25
Siili;118
Siilin;89
Siimekselä;28
Siimes;332
Siimestö;22
Siimesvaara;23
Siintola;22
Siipilehto;36
Siipo;129
Siipola;459
Siippainen;96
Siippola;35
Siira;941
Siirala;69
Siiri;81
Siiriä;27
Siiriäinen;99
Siirilä;517
Siiro;26
Siirola;32
Siironen;182
Siiropää;35
Siirto;31
Siirtola;481
Siirtonen;82
Siisiäinen;24
Siiskonen;447
Siistonen;42
Siitari;490
Siitarinen;69
Siiteri;65
Siitonen;1830
Siivari;20
Siivikko;131
Siivinen;37
Siivo;50
Siivola;521
Siivonen;1189
Sikala;234
Sikanen;433
Sikiö;369
Sikkilä;187
Siklander;21
Sikström;54
Sikstus;53
Sila;23
Silakka;24
Silander;870
Silanen;64
Silanterä;53
Silanto;34
Silaste;58
Sildén;25
Silen;124
Silén;419
Silenius;136
Sileoni;23
Silfer;34
Silfsten;42
Silfvast;123
Silfvenius;44
Silfver;403
Silfverberg;254
Silfverhuth;42
Silfversten;20
Siliämaa;109
Silin;23
Silius;33
Siljala;25
Siljama;43
Siljamäki;229
Siljamo;53
Siljander;442
Siljanen;32
Siljanto;43
Siljoranta;20
Silkka;22
Silla;37
Sillah;28
Sillanaukee;54
Sillander;35
Sillankorva;179
Sillanmäki;145
Sillanmikko;24
Sillanpää;4593
Sillantaka;58
Sillantaus;33
Sillantie;21
Sillberg;37
Sillfors;56
Sillgren;81
Sillman;355
Sillsten;62
Sillvan;51
Silmäri;52
Silmonen;27
Silmu;99
Silmunmaa;28
Silo;55
Siloaho;40
Silokangas;32
Silokivi;40
Silokunnas;24
Silomäki;54
Silonsaari;40
Silorinne;21
Silovaara;21
Silpola;48
Silta-aho;31
Siltainsuu;22
Siltakorpi;66
Siltakoski;287
Siltala;1286
Siltaloppi;50
Siltamäki;96
Siltamies;21
Siltanen;1514
Siltaniemi;72
Siltaoja;40
Siltari;42
Siltasalmi;61
Siltavirta;58
Siltavuori;32
Siltola;27
Silva;37
Silvala;39
Silvan;303
Silván;149
Silvander;155
Silvanto;40
Silvas;20
Silvast;265
Silvasti;301
Silvasvuori;25
Silvén;25
Silvendoin;24
Silvenius;37
Silvennoinen;3242
Silventoinen;621
Silver;223
Silveri;22
Silvius;26
Silvo;186
Silvola;518
Silvonen;473
Simanainen;239
Simanen;31
Simberg;127
Simelius;154
Simell;52
Simi;163
Similä;1012
Simmala;23
Simmelvuo;24
Simmons;23
Simo;42
Simoinen;61
Simojoki;173
Simola;2220
Simolin;429
Simon;53
Simonaho;119
Simonen;2140
Simons;142
Simonsen;56
Simonsén;21
Simonson;54
Simonsson;40
Simontaival;116
Simos;43
Simoska;77
Simovaara;21
Simpanen;604
Simperi;20
Simppala;21
Simppula;23
Simpson;45
Simpura;203
Simsek;72
Simsiö;42
Simu;25
Simukka;28
Simula;587
Simulainen;21
Simuna;82
Simunaniemi;44
Sinanbegovic;23
Sinda;63
Sinelampi;24
Sinerkari;28
Sinervä;149
Sinervo;416
Sinervuo;34
Sinettä;39
Singh;476
Siniaalto;26
Sinijärvi;46
Sinikallio;63
Siniketo;60
Sinikumpu;37
Sinilaakso;23
Siniluoto;108
Sinimäki;27
Sinipuro;23
Siniranta;63
Sinisaari;55
Sinisalmi;53
Sinisalo;1880
Sinisilta;22
Sinivaara;165
Sinivirta;45
Sinivuori;217
Sinjoi;21
Sinkari;20
Sinkkilä;79
Sinkko;519
Sinkkonen;1903
Sinkman;34
Sinko;96
Sinkonen;24
Sinnelä;23
Sinnemaa;22
Sinnemäki;72
Sinokki;72
Sintonen;539
Sipakko;31
Sipari;324
Sipi;109
Sipilä;3194
Sipiläinen;709
Sipinen;363
Sipola;1317
Sipolainen;54
Siponen;941
Siponkoski;42
Siponmaa;63
Sipovaara;68
Sippala;181
Sippari;24
Sippel;83
Sippo;133
Sippola;1414
Sipponen;576
Sippu;96
Sippula;34
Sippus;43
Sipura;41
Sirainen;146
Sirama;24
Sireeni;68
Sirelius;29
Siren;880
Sirén;2301
Sireni;66
Sirenius;120
Sirenne;21
Sirjonen;41
Sirkeinen;38
Sirkelä;32
Sirkesalo;20
Sirkiä;957
Sirkka;554
Sirkkala;74
Sirkkanen;20
Sirkki;26
Sirkkiä;28
Sirkkilä;25
Sirkko;29
Sirkkola;21
Sirkkunen;27
Sirmola;21
Sirniö;151
Siro;265
Sirola;422
Siromaa;21
Sironen;854
Sirpoma;37
Sirro;59
Sirrola;23
Sirvio;68
Sirviö;2226
Sisättö;23
Sissala;134
Sisso;72
Sissonen;200
Sisto;37
Sistonen;385
Sitomaniemi;27
Sittnikow;20
Siu;69
Siukkola;71
Siuko;119
Siukola;285
Siukonen;124
Siukosaari;27
Siuro;80
Siurola;41
Siurua;208
Siuruainen;149
Siusluoto;30
Siutla;21
Siuvatti;102
Sivander;28
Sivanne;22
Siven;116
Sivén;409
Sivenius;139
Sivil;66
Sivill;24
Siviranta;23
Sivola;27
Sivonen;2015
Sivosuo;22
Sivula;1507
Sivunen;159
Sivusalo;24
Sjelvgren;37
Sjö;97
Sjöbacka;42
Sjöberg;1411
Sjöblad;79
Sjöblom;2272
Sjödahl;85
Sjödin;24
Sjögård;61
Sjögren;548
Sjöholm;1083
Sjökvist;40
Sjölander;39
Sjölind;98
Sjölund;657
Sjöman;442
Sjöqvist;73
Sjöroos;349
Sjöskog;32
Sjöstedt;175
Sjösten;79
Sjöstrand;184
Sjöström;568
Sjövall;155
Sjövik;22
Skaag;26
Skaffari;123
Skants;42
Skantsi;64
Skantz;100
Skarp;154
Skärström;24
Skata;31
Skåtar;20
Skinnar;22
Skinnari;177
Skinnars;35
Skippari;146
Skjäl;39
Skoas;21
Skofelt;29
Skog;663
Skogberg;411
Skoglund;101
Skogman;110
Skogster;241
Skogström;122
Sköld;67
Skomars;28
Skön;170
Skonbäck;63
Skoog;31
Skopa;23
Skott;53
Skottman;41
Skrabb;38
Skrifvars;109
Skriko;52
Skullbacka;42
Skurnik;62
Skuthälla;66
Skutnabb;46
Skutnabba;23
Skyttä;601
Skytte;68
Skyttén;24
Slant;26
Slätis;27
Sloan;24
Slotte;453
Slunga;59
Slussnäs;31
Smahl;22
Smajli;31
Smal;55
Småros;49
Smart;28
Smått;34
Smed;54
Smedberg;146
Smedjebacka;28
Smedlund;86
Smedman;125
Smedroos;33
Smeds;864
Smedslund;25
Smirnov;116
Smirnova;114
Smit;20
Smith;408
Smolander;671
Smolsky;26
Smulter;98
Smura;159
Snabb;88
Snäkin;24
Snäll;142
Snällström;68
Snårbacka;32
Snåre;129
Sneck;262
Sneitz;61
Snell;209
Snellman;2098
Snickars;310
Snicker;159
Snickeri;28
Snygg;146
Sobott;24
Söder;186
Söderback;183
Söderbäck;27
Söderbacka;106
Söderberg;400
Söderblom;281
Söderdahl;67
Söderena;42
Södergård;353
Södergran;42
Söderholm;1231
Söderling;207
Söderlund;1657
Söderman;615
Söderqvist;117
Söderström;1063
Södersved;23
Södervall;30
Södervik;49
Södö;196
Sohkanen;114
Sohlberg;266
Sohlman;467
Sohlo;71
Sohlström;79
Sohrabi;21
Soidinaho;26
Soidinmäki;38
Soidinniemi;24
Soidinsalo;29
Soikka;46
Soikkanen;61
Soikkeli;1404
Soikko;35
Soikkonen;42
Soila;91
Soilas;24
Soili;20
Soilu;36
Soiluaho;22
Soiluva;28
Soimakallio;28
Soimasuo;20
Soini;2233
Soiniitty;41
Soinila;142
Soininen;2870
Soininvaara;56
Soinio;155
Soinisalo;29
Soinne;57
Soinoja;36
Soinsaari;27
Sointu;115
Sointula;53
Soinu;36
Soirio;23
Soisalo;313
Soitamo;24
Soitinaho;22
Soittila;43
Soittu;20
Soivanen;20
Soivio;103
Soivuori;25
Sojakka;189
Sojonen;20
Sokero;121
Sokka;425
Sokkanen;72
Sokolov;47
Sokolova;39
Sokura;273
Sokuri;33
Sola;209
Solala;81
Solaranta;36
Solas;28
Solasaari;31
Solastie;20
Solatie;33
Soldan;42
Soldatkin;22
Solehmainen;166
Soliman;45
Solin;213
Solio;23
Solismaa;106
Solitanner;22
Solja;163
Soljasalo;44
Solkinen;28
Solkio;36
Solla;119
Sollasvaara;23
Sollman;25
Sollo;193
Solomon;41
Solonen;207
Solstrand;22
Soltani;27
Soltin;39
Solvin;25
Somari;21
Somby;21
Somer;23
Somerkallio;35
Somerkoski;50
Somerma;26
Somero;510
Someroja;58
Somersalo;38
Somervuori;62
Somiska;25
Sommar;20
Sommarberg;67
Sommardahl;38
Sommarlund;24
Sommarström;64
Sommer;25
Sompi;29
Sompinmäki;21
Somppi;388
Sonck;123
Song;33
Sonkajärvi;32
Sonkamuotka;56
Sonkki;40
Sonkkila;38
Sonne;105
Sonné;31
Sonni;20
Sonninen;560
Sonntag;118
Sontag;72
Sood;43
Sookari;47
Soon;28
Sopanen;681
Sopenkivi;23
Sopenlehto;29
Sopenperä;26
Sopo;26
Sopola;25
Soponen;25
Soppa;23
Soppela;309
Soppi;83
Sora;29
Sorainen;29
Soralahti;22
Soramäki;92
Soramies;34
Soramo;26
Soranta;79
Soranummi;43
Sorasahi;21
Soratie;27
Sörensen;46
Sørensen;44
Sorila;62
Sorja;42
Sorjamaa;26
Sorjanen;35
Sorjonen;852
Sormunen;1996
Sornikoski;32
Soro;53
Sorokin;53
Sorokina;24
Sorola;97
Soronen;491
Sorri;764
Sorrola;21
Sorsa;1885
Sorsakivi;48
Sorsamäki;27
Sorsamo;22
Sorsimo;36
Sorto;22
Sortti;44
Sorva;41
Sorvala;68
Sorvali;545
Sorvaniemi;41
Sorvari;1038
Sorvisto;444
Sorvo;141
Sorvoja;372
Sosala;54
Sosoi;20
Sosunov;24
Sotaheimo;20
Sotala;54
Sotamaa;68
Sotaniemi;139
Sotavalta;25
Sotikoff;33
Sotikov;75
Sotisaari;31
Sotka;71
Sotkasiira;128
Sotti;43
Sottinen;89
Soudunsaari;169
Soukainen;37
Soukka;521
Soukkala;65
Soukkamäki;20
Soukkanen;21
Soukkio;71
Soukko;93
Soukola;31
Sourander;77
Souranto;35
Souru;39
Soutua;26
Soutukorva;74
Sova;236
Sovala;25
Sovelius;31
Soveri;57
Sovijärvi;71
Sovio;32
Sovisalo;26
Sow;22
Söyrilä;31
Söyring;37
Söyrinki;77
Spak;24
Spännäri;99
Spåra;46
Spåre;30
Sparf;58
Spårman;33
Sparv;32
Spelman;72
Spencer;37
Spets;234
Spinkkilä;20
Spolander;38
Spoof;72
Spring;79
Springare;85
Staaf;37
Stade;41
Stadig;28
Stadius;44
Staf;35
Staffans;94
Stagnäs;32
Ståhl;616
Ståhlberg;559
Ståhle;154
Ståhlhammar;26
Ståhls;40
Ståhlstedt;33
Ståhlström;96
Stålhammar;156
Stålhane;50
Stålnacke;98
Stam;90
Standertskjöld-Nordenstam;22
Stång;58
Stanley;21
Stara;38
Starast;46
Starck;451
Starckjohann;24
Stark;369
Statovci;44
Staudinger;28
Stauffer;45
Stavén;60
Stedt;91
Steele;22
Steen;32
Steenari;28
Stefanius;43
Steffansson;22
Stein;41
Steinberg;27
Steiner;53
Stellberg;96
Sten;530
Stén;67
Stenback;78
Stenbäck;350
Stenbacka;240
Stenberg;1452
Stenborg;37
Stendahl;47
Stenfors;411
Stengård;120
Stenhäll;47
Stenhammar;53
Stenholm;402
Stening;37
Stenius;576
Stenlund;248
Stenman;926
Stenmark;111
Stenroos;847
Stenros;69
Stenroth;286
Sténs;21
Stenstrand;46
Stenström;317
Stenudd;88
Stenvall;493
Stenvik;82
Stenwall;24
Stepanoff;63
Stepanov;56
Stepanova;49
Stepanow;26
Stephens;30
Stevander;26
Stevens;53
Stevenson;30
Stewart;116
Stewen;24
Stick;65
Stig;25
Stigell;227
Stigzelius;68
Still;235
Stillman;22
Stingl;20
Stirkkinen;73
Stjerna;142
Stjernberg;172
Stjernvall;98
Stöckell;73
Stockmakari;27
Stockus;38
Stöd;23
Stolpe;159
Stolt;556
Stoor;302
Stor;43
Storås;68
Storbäck;30
Storbacka;286
Storberg;45
Storbjörk;116
Stordell;27
Store;155
Storfors;73
Storgård;133
Storgårds;85
Storhammar;40
Storhannus;22
Storholm;21
Storkamp;22
Storlöpare;41
Storlund;63
Storm;245
Stormbom;55
Stormi;24
Storrank;45
Storsjö;79
Storskrubb;29
Storsved;39
Storvik;23
Stråhlman;20
Stråka;65
Strand;495
Strandback;30
Strandberg;538
Strandell;104
Stranden;157
Strandén;199
Strander;26
Strandholm;41
Strandman;280
Strandström;54
Strandvall;136
Strandvik;38
Strang;178
Sträng;25
Stranius;198
Streng;301
Strengell;378
Strid;49
Ström;1159
Strömbäck;70
Strömberg;995
Strömborg;52
Strömfors;56
Strömman;26
Strömmer;126
Strömsholm;106
Strömsnäs;29
Strömsten;52
Strömsund;22
Stubb;101
Stubbe;50
Stucki;34
Stude;56
Stürmer;21
Styf;80
Stykki;28
Stylman;44
Styrman;131
Styrström;44
Suanto;63
Suckman;49
Sucksdorff;69
Suhola;44
Suhonen;3694
Sui;51
Suihko;336
Suihkola;30
Suihkonen;645
Suikka;94
Suikkanen;853
Suikkari;167
Suikki;472
Suikkonen;36
Suikula;22
Suilamo;20
Suisto;20
Suistola;23
Suitiala;25
Suittio;39
Sujala;23
Sukanen;193
Sukari;140
Sukava;23
Sukeva;46
Sukki;53
Sukselainen;20
Suksi;135
Sukula;41
Sukuvaara;151
Sula;72
Sulaiman;34
Sulander;280
Sulanen;25
Sulanko;22
Sulanne;26
Sulanterä;24
Sulanto;30
Sulaoja;21
Sulasalmi;181
Sulavuori;52
Suleiman;86
Sulin;414
Sulinko;23
Sulisalo;20
Sulka;36
Sulkakoski;227
Sulkala;118
Sulkama;36
Sulkamo;25
Sulkanen;157
Sulkava;163
Sulkinoja;21
Sulkko;49
Sulku;100
Sulkula;37
Sulkumäki;41
Sulkunen;71
Sullivan;33
Sulo;96
Sulonen;604
Sulopuisto;33
Sultan;22
Sultsi;51
Suma;25
Sumanen;78
Sumelius;71
Sumell;67
Sumén;71
Sumentola;25
Sumia;31
Sumiloff;99
Sumioinen;20
Sumkin;25
Summa;72
Summala;74
Summanen;637
Sumu;34
Sumukari;21
Sumuvuori;46
Sun;59
Suna;66
Sunabacka;69
Sund;574
Sundäng;25
Sundbäck;128
Sundberg;1321
Sundblad;53
Sundblom;238
Sundelin;425
Sundell;1167
Sundén;91
Sundfors;121
Sundgren;140
Sundgrén;20
Sundholm;588
Sundin;65
Sundkvist;262
Sundman;689
Sundquist;62
Sundqvist;1567
Sundstedt;59
Sundsten;102
Sundström;2024
Sundvall;288
Sundvik;207
Suneli;26
Sunell;134
Suni;1365
Sunikka;100
Sunila;200
Suninen;99
Sunnarborg;76
Sunnari;236
Suntela;21
Suntila;100
Suntinen;51
Suntio;188
Suntioinen;33
Suo;76
Suoanttila;64
Suo-Anttila;23
Suodenjoki;29
Suoja;67
Suojala;107
Suojalehto;28
Suojama;26
Suojanen;771
Suojansalo;34
Suojärvi;123
Suojoki;158
Suokanerva;22
Suokari;23
Suokas;1309
Suokivi;22
Suokko;276
Suoknuuti;226
Suokonautio;36
Suolahti;109
Suolanen;73
Suolaniemi;34
Suomaa;76
Suomäki;117
Suomala;311
Suomalainen;3234
Suomela;1863
Suomensalo;25
Suomento;25
Suomi;1807
Suomilammi;84
Suominen;7196
Suomio;20
Suomu;65
Suoniemi;562
Suonikko;24
Suoninen;153
Suonio;229
Suonkanta;60
Suonnansalo;39
Suono;24
Suonoja;31
Suonpää;943
Suonperä;201
Suonsaari;38
Suonsilta;29
Suonsivu;87
Suonsyrjä;52
Suontaka;72
Suontakanen;110
Suontama;141
Suontaus;29
Suontausta;387
Suonto;34
Suonurmi;32
Suonvieri;201
Suopajärvi;235
Suopanki;271
Suopelto;68
Suoperä;74
Suopohja;20
Suopuro;47
Suorajärvi;83
Suoraniemi;188
Suoranta;635
Suorauha;35
Suorsa;976
Suortamo;24
Suortti;280
Suosaari;38
Suosalmi;20
Suosalo;90
Suosilta;29
Suoste;32
Suotonen;26
Suotula;116
Suotunen;33
Suova;42
Suovalkama;23
Suovanen;158
Suovaniemi;23
Suoverinaho;43
Suovirta;31
Suovuori;46
Suoyrjö;44
Supinen;34
Suppala;67
Suppanen;50
Supperi;132
Suppola;59
Supponen;57
Suppula;74
Sura;35
Surakka;981
Surenkin;24
Surkka;68
Surma-aho;64
Survo;78
Survonen;75
Susi;472
Susiluoto;55
Susimaa;22
Sutela;399
Sutelainen;108
Sutherland;20
Sutinen;2113
Sutton;34
Suua;30
Suuluhta;26
Suumäki;23
Suuniittu;50
Suuniitty;57
Suuntala;43
Suuraho;24
Suur-Askola;30
Suur-Hamari;39
Suurhasko;91
Suurholma;24
Suuriniemi;120
Suurinkeroinen;52
Suur-Inkeroinen;34
Suuripää;42
Suurkaulio;42
Suurkoivu;63
Suurkuukka;47
Suurla;29
Suurnäkki;304
Suur-Näkki;26
Suur-Nuuja;27
Suuronen;1221
Suurpää;74
Suursalmi;107
Suur-Uski;75
Suutala;161
Suutari;1761
Suutari-Jääskö;35
Suutarinen;651
Suutarla;44
Suutela;31
Suvala;63
Suvanen;53
Suvanne;72
Suvanto;1970
Suvela;174
Suvenaho;22
Suvenkari;32
Suves;22
Suvikas;23
Suvikunnas;23
Suvila;71
Suvilaakso;35
Suvilahti;24
Suvilampi;42
Suvilehto;57
Suvinen;250
Suviola;42
Suviranta;64
Suvisaari;55
Suvisalmi;51
Suvisuo;35
Suvitaival;31
Suvitie;134
Suvivuo;39
Suzi;35
Suzuki;27
Svaala;20
Svahn;512
Svahnström;76
Svala;63
Svan;93
Svanbäck;124
Svanberg;100
Svanljung;25
Svanström;91
Svärd;390
Svart;311
Svartbäck;36
Svarts;65
Svartsjö;209
Svartström;129
Svarvar;116
Sved;103
Svedberg;23
Svedström;31
Sveholm;65
Sven;26
Svenblad;65
Svenfelt;217
Svenfors;27
Svenlin;175
Svenn;96
Svennas;25
Svennblad;66
Svennevig;36
Svenns;69
Svens;121
Svensberg;53
Svensk;281
Svenskberg;44
Svensson;366
Svenström;29
Svevar;33
Sviberg;37
Sviili;21
Svinhufvud;49
Swahn;34
Swahne;26
Swanljung;100
Sweins;29
Sydänheimo;22
Sydänlammi;49
Sydänmaa;187
Sydänmaanlakka;143
Sydänmäki;33
Sydänmetsä;96
Sydänoja;39
Syed;39
Sykäri;24
Sykiäinen;44
Sykkö;199
Syla;71
Sylander;56
Sylgren;33
Sylvander;36
Sylve;20
Sylvelin;21
Sylvestersson;24
Sylvin;22
Syngelmä;59
Syreeni;21
Syren;53
Syrén;175
Syrenius;57
Syri;442
Syrilä;27
Syring;37
Syrjä;958
Syrjäaho;32
Syrjäkari;35
Syrjäkylä;22
Syrjälä;2448
Syrjälahti;59
Syrjäläinen;374
Syrjämäki;217
Syrjänen;1421
Syrjäniemi;80
Syrjänpää;47
Syrjäpalo;51
Syrjäsalo;22
Syrjäsuo;34
Syrjätie;26
Syrjö;21
Syrlin;20
Sysi-Aho;40
Sysimetsä;78
Sysiö;29
Sysmäläinen;104
Systä;75
Sytelä;77
Syvähuoko;34
Syväjärvi;336
Syväkuru;29
Syvälä;84
Syvälähde;38
Syvälahti;96
Syväluoma;90
Syvänen;629
Syväniemi;178
Syvänne;71
Syvänperä;46
Syväoja;228
Syväranta;24
Syväri;21
Syväsalmi;40
Syväsalo;28
Syväste;21
Syväterä;42
Syvävirta;29
Syväys;24
Syynimaa;85
Syyrakki;58
Syyri;29
Syysjoki;30
Syysmäki;49
Ta;33
Taajamaa;21
Taajoranta;22
Taakala;29
Taalas;52
Taali;24
Taalikka;220
Taam;43
Taanila;133
Taanonen;20
Taari;133
Taatila;72
Taattola;64
Taavela;100
Taavetti;21
Taavettila;68
Taavila;291
Taavitsainen;768
Taavo;24
Tabell;324
Taberman;111
Tackman;34
Täckman;29
Tadesse;21
Tåg;59
Taha;28
Tahiri;72
Tähjä;42
Tähjänjoki;23
Tähkä;116
Tähkänen;246
Tähkäpää;252
Tähkävuori;74
Tähkiö;22
Tahko;90
Tahkokallio;48
Tahkokorpi;46
Tahkola;403
Tahkoniemi;51
Tahlo;43
Tähtelä;95
Tähti;313
Tähtinen;2088
Tähtisaari;24
Tähtisalmi;23
Tähtivaara;51
Tähtivuori;45
Tahvanainen;1772
Tahvola;52
Tahvonen;109
Taijala;45
Taikina-aho;59
Taimela;149
Taimen;60
Taimi;286
Taimiaho;24
Taiminen;172
Taimio;28
Taimioja;21
Taimisto;158
Taimouri;22
Taina;253
Taini;35
Tainijoki;28
Tainio;680
Taipale;2813
Taipaleenmäki;220
Taipalinen;64
Taipalmaa;56
Taipalus;458
Taipola;22
Taiponen;53
Taira;35
Taisto;37
Taitonen;35
Taitto;45
Taittonen;96
Taivaanranta;21
Taivainen;285
Taival;37
Taivalaho;25
Taivalantti;137
Taivaljärvi;56
Taivalkoski;136
Taivalmaa;37
Taivalmäki;105
Taivaloja;83
Taivassalo;239
Tajakka;152
Tajik;24
Taka;51
Taka-aho;61
Takaeilola;22
Taka-Eilola;55
Takala;3644
Takalahti;53
Takalo;850
Takalokastari;25
Takaluoma;124
Takamaa;184
Takamäki;228
Takanen;700
Takaneva;67
Takaniemi;45
Takapuro;37
Takarautio;123
Takari;24
Takasuo;22
Takatalo;102
Takatupa;25
Takaveräjä;23
Takila;40
Takkala;39
Takki;64
Takkinen;1084
Takko;54
Takku;109
Takkula;304
Takkumäki;26
Takkunen;579
Takoja;39
Takolander;47
Takomo;21
Tala;258
Talala;107
Talarmo;27
Talas;40
Talasjoki;21
Talaskivi;44
Talaslahti;29
Talasma;32
Talasmäki;116
Talasniemi;69
Talasoja;32
Talasterä;24
Talikainen;67
Talikka;241
Talja;682
Talka;284
Talkkari;43
Tall;101
Talla;61
Tallavaara;71
Tallbacka;124
Tallberg;435
Tallgård;24
Tallgren;562
Tallgrén;30
Tallila;81
Tallinen;74
Talliniemi;23
Tallqvist;401
Tallroth;43
Tallskog;26
Tallsten;20
Tallus;102
Talma;26
Talman;71
Talo;85
Talola;74
Talonen;400
Talonpoika;250
Talosela;27
Talsi;171
Talso;89
Talsta;53
Talus;175
Talvala;44
Talvasto;24
Talvela;72
Talvenheimo;36
Talvensaari;319
Talvi;106
Talvia;38
Talvilahti;49
Talvinen;219
Talvio;323
Talvisalmi;29
Talvisto;35
Talvitie;1435
Talvivaara;35
Tamio;86
Tamlander;79
Tamm;49
Tammela;838
Tammelander;28
Tammelin;686
Tammenkoski;31
Tammenmaa;36
Tammenoja;29
Tammenpää;38
Tammentie;47
Tammi;1625
Tammikivi;38
Tammila;28
Tammilehto;422
Tammiluoma;29
Tammimetsä;26
Tamminen;4946
Tamminiemi;66
Tammio;43
Tammipuro;54
Tammiranta;40
Tammiruusu;39
Tammisalo;148
Tammisto;750
Tammisuo;20
Tammivaara;41
Tammivuori;119
Tamper;70
Tampio;350
Tampsi;36
Tams;66
Tamsi;179
Tamski;47
Tan;38
Tanatar;28
Tandefelt;25
Taneli;25
Tang;67
Tång;44
Tanhola;21
Tanhua;216
Tanhuala;42
Tanhuanpää;415
Tanhuansuu;27
Tanhula;47
Tani;350
Tanila;110
Tanjunen;33
Tankka;97
Tanner;769
Tanneraho;20
Tannermäki;34
Tanni;132
Tanninen;1150
Tano;21
Tanriverdi;22
Tanska;341
Tanskala;37
Tanskanen;3069
Tanski;30
Tantarimäki;94
Tanttari;102
Tanttinen;55
Tanttu;543
Tapaila;82
Tapala;70
Tapalinen;35
Tapanainen;595
Tapanen;55
Tapani;318
Tapanila;152
Tapanimäki;45
Tapaninaho;136
Tapaninen;754
Tapiainen;57
Tapiala;64
Tapio;1744
Tapioharju;30
Tapiola;299
Tapionlinna;56
Tapiovaara;74
Tapojärvi;116
Tapola;570
Taponen;650
Tapper;439
Täppinen;32
Tappola;40
Tappura;38
Tarakkamäki;48
Taralainen;32
Tarén;36
Tarhala;38
Tarhanen;115
Tarhonen;178
Tarikka;21
Tarima;24
Tarjamo;22
Tarjanne;31
Tarkanmäki;39
Tarkia;21
Tarkiainen;1211
Tarkka;292
Tarkkala;90
Tarkkanen;242
Tarkki;89
Tarkkinen;60
Tarkkio;60
Tarkkonen;267
Tarma;49
Tarmo;56
Tarna;47
Tarnanen;237
Tarpila;79
Tarpinen;21
Tarpio;36
Tarri;68
Tarrimaa;25
Tarsa;82
Tarssanen;21
Tarujärvi;35
Tarujoki;26
Tarula;24
Taruvuori;20
Tarvaala;22
Tarvainen;2815
Tarvajärvi;20
Tarvas;26
Tarvo;20
Tarvonen;310
Tarvus;42
Tas;29
Tasa;112
Tasala;306
Tasanen;191
Tasanko;132
Tasanto;29
Taskila;791
Taskin;21
Taskinen;3276
Tasku;33
Taskula;131
Tassberg;24
Tasso;27
Tast;142
Tastula;234
Tätilä;56
Tättäläinen;21
Tattari;311
Tatti;128
Tättilä;58
Taube;37
Taubert;40
Taulaniemi;27
Taulavuori;23
Taulio;25
Taulu;51
Taunila;20
Taupila;42
Taura;32
Taurama;28
Tauren;20
Taurén;113
Tauriainen;1702
Tauriala;26
Tauro;21
Taurovaara;34
Tauru;250
Taurula;38
Tausa;30
Tauschi;60
Taussi;58
Tausta;27
Tavaila;33
Tavast;119
Tavasti;155
Tavastila;23
Tavaststjerna;79
Tavela;32
Tavi;252
Tavia;22
Tavikainen;26
Tavilampi;22
Tavinen;20
Tavio;44
Tavisalo;29
Tawast;141
Taxell;55
Taylor;188
Täyränen;26
Teckenberg;33
Teder;26
Teelahti;32
Teelmäki;51
Teeri;71
Teeriaho;77
Teerialho;25
Teerijoki;50
Teerikangas;103
Teerikorpi;37
Teerikoski;43
Teerimäki;151
Teerinen;23
Teeriniemi;82
Teerinkoski;21
Teerioja;80
Teerisalo;34
Tefke;35
Tegelberg;175
Tehikoski;20
Teider;28
Teikari;401
Teiksala;21
Teimonen;24
Teini;113
Teinilä;214
Teiniranta;34
Teinonen;39
Teir;189
Teirfolk;43
Teirikangas;68
Teirikko;35
Teirilä;21
Teiska;21
Teisko;36
Teiskonen;38
Teiskonlahti;27
Teitti;23
Teittinen;977
Teitto;130
Teivaala;53
Teivaanmäki;31
Teivainen;123
Teivonen;81
Tekin;22
Tekkala;52
Tekokoski;26
Tekoniemi;152
Tela;20
Telama;28
Telaranta;55
Telekäinen;27
Telén;63
Telenius;117
Telilä;54
Telimaa;28
Telin;58
Telinkangas;43
Teliö;23
Teliranta;24
Telkkä;71
Telkkälä;84
Telkki;65
Telkkinen;71
Tella;236
Tellikka;23
Telsavaara;27
Temisevä;85
Temmes;61
Temonen;439
Tempakka;23
Tenetz;25
Tengman;24
Tengström;61
Tengvall;116
Tenho;150
Tenhola;79
Tenhonen;154
Tenhovirta;34
Tenhovuori;87
Tenhu;78
Tenhula;39
Tenhunen;1851
Tenkanen;311
Tenkku;23
Tenkula;125
Tenlenius;27
