Etunimi;Lukumäärä
Maria-Liisa;203
Mariam;462
Mariama;64
Marian;633
Mariana;578
Mariane;8
Mariann;391
Mari-Ann;136
Marianna;3896
Mari-Anna;132
Marianne;21494
Mari-Anne;469
Marianneli;6
Mari-Anneli;21
Marianni;6
Mari-Anni;13
Mari-Anniina;5
Mari-Annika;30
Mari-Annukka;16
Marianthi;5
Mariantytär;15
Maria-Pauliina;5
Maria-Pia;10
Maria-Riikka;5
Maria-Riitta;31
Maria-Sofia;35
Maria-Susanna;7
Maria-Teresa;16
Maria-Terttu;20
Maria-Theresa;6
Maria-Therese;8
Mariatou;5
Mariatta;53
Maribel;31
Maribella;7
Marica;401
Marice;13
Maricel;11
Maricka;7
Marida;12
Marie;6572
Marié;21
Marie-Ann;10
Marie-Anne;18
Marie-Charlotte;10
Marie-Christine;29
Marieela;9
Marie-Helen;6
Marie-Helene;15
Marieke;11
Mariel;684
Mariela;398
Mari-Elina;25
Mariell;20
Mariella;1080
Mari-Ella;25
Marielle;142
Marie-Louice;5
Marie-Louise;288
Marie-Luise;8
Mariem;14
Marienna;10
Marie-Sofie;15
Marie-Susanne;5
Mariet;29
Marieta;10
Marie-Therese;6
Marietta;281
Mariette;169
Mariga;7
Marigona;17
Mari-Hanna;7
Mari-Hannele;18
Mari-Helen;14
Mari-Helena;23
Marii;21
Mariia;1800
Mariie;8
Mariija;22
Mariika;16
Mariikka;56
Mariina;283
Mariisa;15
Mariita;107
Mariitta;1382
Marija;205
Marijaana;24
Mari-Jaana;25
Marijana;5
Marijanne;9
Marijke;6
Mari-Johanna;60
Marika;26536
Mari-Kaarina;11
Marikaisa;8
Mari-Kaisa;24
Mari-Katariina;7
Mari-Katriina;6
Marike;35
Marikka;153
Marikki;496
Mariko;48
Mari-Kristiina;8
Marileena;16
Mari-Leena;39
Marilena;9
Marili;8
Marilia;8
Mariliina;33
Mariliis;7
Mari-Liis;11
Mariliisa;12
Mari-Liisa;22
Marilin;10
Marilla;158
Mari-Lotta;9
Marilou;8
Mari-Louis;5
Mari-Louise;39
Marilyn;66
Mari-Mia;7
Mari-Minttu;5
Marin;5
Marina;4002
Marinda;7
Marine;57
Marinella;76
Marinetta;5
Marinette;10
Marinja;7
Marinka;163
Marinna;17
Marintytär;12
Mario;13
Mariola;8
Marion;274
Mari-Pauliina;9
Maris;26
Marisa;315
Marisanna;29
Mari-Sanna;12
Marisha;6
Mari-Sisko;12
Mariska;22
Mari-Sofi;9
Mari-Sofia;11
Marisol;25
Marissa;480
Mari-Susanna;33
Marit;562
Märit;11
Marita;23384
Marite;6
Marites;8
Marith;6
Maritha;13
Maritiina;5
Maritsa;65
Maritta;10193
Mari-Tuulia;12
Maritza;116
Marivic;5
Mariwan;5
Mariya;38
Mariyam;5
Mariza;47
Marja;44134
Marjaana;19675
Marja-Anneli;31
Marja-Elina;44
Marja-Hannele;16
Marja-Helena;109
Marja-Ilona;5
Marja-Inkeri;7
Marja-Irmeli;6
Marja-Johanna;8
Marja-Kaarina;86
Marjakaisa;5
Marja-Kaisa;80
Marja-Katariina;8
Marja-Katriina;8
Marja-Kerttu;7
Marja-Kristiina;42
Marja-Kristina;7
Marja-Kyllikki;7
Marjale;23
Marja-Lea;33
Marjalee;5
Marja-Lee;7
Marja-Leea;6
Marjaleena;198
Marja-Leena;11338
Marja-Lena;21
Marjaliina;7
Marjaliisa;149
Marja-Liisa;10327
Marja-Liisi;9
Marja-Lisa;9
Marjam;26
Marjama;7
Marja-Maija;23
Marjami;6
Marjan;22
Marjana;67
Marjanna;108
Marjanne;409
Marjantytär;5
Marja-Reetta;10
Marja-Riikka;13
Marjariitta;32
Marja-Riitta;1334
Marja-Sinikka;11
Marja-Sirkku;8
Marja-Sisko;137
Marja-Sofia;6
Marja-Tellervo;6
Marjaterttu;48
Marja-Terttu;1609
Marjatta;86358
Marja-Tuulia;10
Marja-Tuulikki;18
Marje;87
Marjel;6
Marjeli;25
Marjella;6
Marjet;8
Marjeta;8
Marjetta;132
Marjette;6
Marjo;11645
Marjo-Anneli;8
Marjo-Elina;7
Marjo-Hannele;10
Marjo-Helena;10
Marjokaisa;7
Marjo-Kaisa;30
Marjo-Katriina;6
Marjo-Kristiina;6
Marjo-Leena;51
Marjo-Liisa;69
Marjontytär;6
Marjo-Reetta;10
Marjorie;56
Marjoriikka;9
Marjo-Riikka;64
Marjoriina;10
Marjo-Riina;14
Marjoriitta;40
Marjo-Riitta;1082
Marjorita;5
Marjo-Rita;10
Marjo-Sisko;5
Marjot;5
Marjo-Terttu;7
Marjo-Tuulia;6
Marju;662
Marjue;7
Marjukka;6623
Marjuli;9
Marju-Riitta;5
Marjus;8
Marjuska;38
Marjut;13452
Marjut-Hannele;5
Marjutta;9
Markareeta;17
Markareetta;49
Marke;295
Market;27
Markéta;5
Marketta;19424
Markit;173
Markita;8
Markitta;35
Markontytär;61
Markuksentytär;25
Markuntytär;49
Markus;10
Markusdotter;13
Marla;55
Marle;36
Marleen;40
Marleena;1635
Marleene;34
Marlen;121
Marlén;41
Marlena;132
Marlene;941
Marléne;76
Marlène;5
Marley;10
Marlies;5
Marliina;9
Marliisa;7
Marlin;5
Marlina;6
Marlis;8
Marna;5
Marni;5
Marquerite;5
Marques;6
Marru;10
Marry;7
Marsa;30
Marsha;5
Marta;232
Márta;17
Märta;498
Marte;5
Mårtensdotter;10
Martha;279
Märtha;176
Marthe;10
Martiina;60
Martina;1417
Martine;38
Martinsdotter;6
Martintytär;31
Martta;7090
Märtta;6
Martta-Kaisa;5
Martta-Liisa;10
Martta-Maria;6
Marttiina;147
Marttina;11
Martyna;9
Maru;15
Marua;9
Maruna;5
Marus;15
Marusa;5
Marusja;26
Maruska;14
Marutsella;8
Marutzella;24
Maruzella;20
Marva;5
Marwa;83
Mary;775
Marya;19
Maryam;323
Maryama;65
Maryamo;7
Maryan;87
Maryann;15
Mary-Ann;107
Maryanne;26
Mary-Anne;39
Mary-Annie;5
Maryelle;6
Maryna;24
Marzia;20
Marzieh;13
Masal;6
Masooma;5
Masoumeh;22
Masuma;5
Masume;5
Masumeh;5
Mataleena;81
Mateli;5
Mathea;8
Mathiasdotter;9
Mathilda;1163
Mathilde;117
Matias;13
Matida;5
Matilda;20911
Matilde;84
Matilta;9
Matintytär;183
Matja;13
Matleena;3510
Matlena;42
Matrona;8
Matroona;14
Matsdotter;21
Mattea;6
Matti;5
Mattiasdotter;6
Mattiina;12
Mattsdotter;5
Matylda;5
Mau;5
Maud;126
Maude;8
Maura;106
Maureen;24
Mauriitta;6
Maurintytär;21
Maurita;10
Mavis;8
Mawada;9
Max;8
Maxamed;7
Maxima;17
Maxine;59
May;476
Maya;840
Mayah;6
Mayan;7
Mayar;7
May-Britt;58
May-Gret;11
May-Len;23
May-Louise;8
Maymun;5
Maynie;5
Mayow;6
Mayra;5
Maysa;12
Mayuree;6
Mayvor;29
Mayya;12
Mazin;10
Mea;1366
Mea-Maaria;6
Mea-Maria;20
Meanna;5
Mechthild;6
Medea;11
Medeia;6
Mediha;6
Medina;77
Medine;12
Mee;6
Meea;929
Meea-Maria;7
Meela;18
Meeli;12
Meelia;5
Meelika;9
Meemi;18
Meena;46
Meera;13
Meeri;4603
Meeria;7
Meerika;14
Meeri-Maria;12
Meerit;67
Meetta;7
Meg;15
Megan;57
Megumi;5
Meh;104
Mehri;9
Mehtap;9
Mei;216
Meia;10
Meija;78
Meiju;478
Meike;7
Meila;5
Meili;10
Meiling;8
Meimei;6
Meimi;260
Meini;23
Meira;97
Meirami;10
Meiri;8
Meisa;8
Meital;6
Meja;92
Mekki;5
Meklit;5
Melak;12
Melani;17
Melania;18
Melanie;269
Mélanie;17
Melany;9
Melda;6
Melek;111
Melena;6
Meli;14
Melia;60
Melian;23
Melica;14
Melicia;5
Melida;45
Meliha;19
Meliida;11
Meliina;85
Meliisa;13
Melika;29
Melike;39
Melina;2002
Melinda;808
Meline;7
Melis;61
Melisa;367
Melise;28
Melissa;2264
Mélissa;9
Melisse;12
Melita;66
Melitta;14
Meliza;5
Mella;83
Melli;6
Melodi;22
Melodia;43
Melodie;9
Mélodie;6
Melody;98
Meltem;10
Memma;5
Memmi;5
Memmu;8
Mena;14
Meng;7
Menina;7
Menja;10
Menna;61
Menni;152
Mera;5
Meral;17
Mercedes;218
Mercedez;6
Mercia;5
Mercy;13
Mere;8
Meredith;18
Merelle;16
Merena;16
Merenna;5
Meret;8
Mereta;23
Merete;111
Merethe;13
Meretta;9
Merette;40
Mergime;7
Meri;4871
Meria;19
Meriam;24
Merianna;19
Meri-Anna;11
Merianne;7
Meribel;7
Merica;10
Merida;18
Meriel;30
Meriella;13
Merielle;5
Meri-Ellen;9
Meriem;30
Merihelmi;32
Meri-Helmi;34
Meriia;5
Meriina;13
Meriitta;18
Meri-Johanna;6
Merika;151
Merikaisla;6
Merike;186
Merikki;20
Merikukka;33
Meri-Kukka;20
Merili;18
Merilii;6
Meri-Lilja;5
Merilin;22
Merilla;32
Merilyn;5
Merima;12
Meri-Maaria;20
Merimaija;5
Meri-Maija;10
Meri-Maria;9
Meri-Marja;5
Merina;85
Merinna;7
Merisa;12
Meri-Sisko;9
Meri-Sofia;7
Merissa;11
Merit;94
Merita;719
Meritähti;9
Merite;8
Meritta;66
Merituuli;369
Meri-Tuuli;403
Merituulia;67
Meri-Tuulia;227
Meri-Tuulikki;10
Merja;20861
Merja-Anneli;10
Merja-Hannele;15
Merja-Helena;12
Merja-Leena;84
Merja-Liisa;232
Merjam;5
Merja-Maarit;8
Merja-Maija;6
Merja-Maria;6
Merja-Riitta;113
Merja-Sinikka;6
Merja-Sisko;9
Merja-Terttu;13
Merje;6
Merjem;14
Merjo;8
Merla;10
Merle;61
Merli;10
Merliina;11
Merlin;7
Merlina;6
Merna;5
Meron;9
Merri;9
Mertsi;5
Mertta;36
Merva;18
Merve;42
Merveille;7
Mervi;9735
Mervi-Liisa;6
Mery;13
Meryam;11
Meryem;83
Meseret;8
Mesi;56
Mesimarja;22
Meskerem;5
Meta;20
Metsäkukka;6
Metsälintu;6
Metsätähti;30
Metta;57
Mette;1931
Mette-Maaria;13
Mette-Maarit;15
Mette-Mari;5
Mette-Maria;38
Mette-Marie;7
Metti;69
Mettiina;5
Mevlude;6
Meya;31
Mi;81
Mia;7961
Mia-Carita;7
Mia-Emilia;7
Mia-Johanna;7
Mia-Kaarina;5
Mia-Kristiina;7
Mia-Leena;8
Mia-Liisa;11
Mia-Lisa;6
Mia-Lotta;5
Mia-Maaria;9
Mia-Maarit;15
Mia-Maija;12
Miamari;7
Mia-Mari;42
Miamaria;5
Mia-Maria;160
Mia-Marika;27
Mia-Marja;5
Mia-Marjut;5
Miana;25
Mianda;5
Mianna;137
Miao;8
Mia-Riikka;11
Mia-Riitta;18
Mia-Sofia;16
Mia-Susanna;7
Mica;5
Micaela;817
Micella;7
Micelle;5
Michael;14
Michaela;1048
Michaëla;5
Michal;14
Michalina;6
Michel;9
Michela;29
Michele;50
Michéle;9
Michèle;12
Michell;12
Michella;13
Michelle;817
Michiko;5
Mickaela;6
Mida;7
Midenette;9
Midia;5
Midori;11
Mielikki;349
Mielo;14
Mihaela;28
Mihailovna;24
Mihane;8
Mii;21
Miia;9715
Miia-Emilia;7
Miia-Johanna;10
Miia-Kaisa;7
Miia-Kristiina;5
Miia-Leena;11
Miia-Liisa;28
Miia-Maaret;6
Miia-Maaria;23
Miia-Maarit;21
Miia-Maija;7
Miiamari;6
Miia-Mari;60
Miiamaria;5
Miia-Maria;157
Miia-Marika;39
Miia-Marja;6
Miia-Marjaana;5
Miia-Marjut;5
Miia-Riikka;26
Miia-Riina;10
Miia-Sofia;5
Miia-Susanna;8
Miida;106
Miija;41
Miiju;8
Miikantytär;23
Miila;319
Miili;90
Miilia;63
Miima;12
Miimi;11
Miimu;7
Miina;1775
Miina-Liisa;11
Miina-Maaria;6
Miina-Maija;6
Miina-Mari;9
Miina-Maria;28
Miinu;20
Miira;373
Miira-Maria;6
Miiru;8
Miisa;1632
Miisa-Maija;5
Miisa-Maria;20
Miisu;8
Miita;18
Miitja;5
Miitta;157
Miitu;21
Miiu;24
Mija;18
Mika;20
Mikaeela;15
Mikael;61
Mikaela;6312
Mikaéla;9
Mikaella;20
Mikaelsdotter;47
Mikantytär;86
Mikayla;11
Mikela;5
Miki;13
Mikki;8
Mikontytär;146
Mikontyttö;7
Mila;3269
Milada;14
Milagros;8
Milaja;197
Mila-Maria;13
Mila-Marie;6
Milan;9
Milana;643
Milanda;5
Milania;5
Milanja;7
Milanna;11
Milarka;6
Mila-Sofia;6
Milaya;21
Milda;143
Mildred;73
Mildrid;54
Milea;92
Miléa;7
Mileah;7
Mileena;18
Milena;1048
Milene;14
Miley;5
Milga;16
Mili;55
Milia;59
Miliana;14
Milica;13
Milina;21
Milisa;6
Militsa;25
Militza;16
Miliza;15
Milja;5800
Miljaana;68
Milja-Elina;5
Milja-Emilia;11
Milja-Maaria;17
Milja-Maija;6
Milja-Mari;6
Miljamaria;5
Milja-Maria;43
Milja-Sofia;9
Milka;1069
Milka-Maaria;5
Milka-Maria;11
Milla;10096
Milla-Emilia;26
Milla-Kaisa;7
Milla-Liisa;6
Milla-Lotta;9
Millamaari;7
Milla-Maaria;63
Milla-Maarit;15
Milla-Maija;10
Millamari;20
Milla-Mari;62
Millamaria;17
Milla-Maria;151
Milla-Marika;7
Milla-Marja;7
Millan;5
Milla-Noora;7
Milla-Reetta;5
Milla-Riikka;12
Millariina;9
Milla-Riina;29
Milla-Riitta;10
Milla-Roosa;10
Milla-Sofia;9
Mille;11
Milli;112
Millicent;11
Millie;38
Milly;14
Milma;217
Milo;18
Milona;22
Milou;29
Milse;7
Milsina;8
Milta;5
Milva;11
Milvi;18
Milya;5
Mima;7
Mimi;216
Mimia;7
Mimma;35
Mimmi;1016
Mimmu;61
Mimosa;2308
Mimoza;32
Min;23
Mina;203
Minca;14
Minda;98
Mindi;82
Mindy;52
Mine;15
Minea;4431
Minéa;67
Minel;6
Minela;11
Minella;105
Minelle;13
Minerva;804
Minessa;100
Minetta;19
Minette;80
Ming;23
Minh;106
Mini;11
Minire;7
Minja;1987
Minja-Maria;10
Minka;909
Minka-Maaria;9
Minka-Maria;8
Minna;29602
Minna-Anneli;5
Minna-Elina;14
Minna-Helena;10
Minna-Johanna;13
Minna-Kaarina;17
Minnakaisa;9
Minna-Kaisa;78
Minna-Katriina;8
Minna-Kristiina;26
Minnaleena;11
Minna-Leena;87
Minnaliisa;36
Minna-Liisa;360
Minna-Lotta;6
Minna-Maaret;7
Minna-Maaria;62
Minna-Maarit;89
Minnamaija;11
Minna-Maija;56
Minnamari;90
Minna-Mari;203
Minnamaria;26
Minna-Maria;246
Minna-Marika;26
Minna-Marja;21
Minna-Marjaana;14
Minna-Marjut;8
Minnami;15
Minnantytär;8
Minnariikka;8
Minna-Riikka;43
Minna-Riina;7
Minnariitta;6
Minna-Riitta;86
Minna-Sisko;18
Minna-Sofia;7
Minna-Susanna;14
Minne;42
Minnea;299
Minnéa;11
Minni;820
Minnie;42
Minniina;7
Minni-Maaria;5
Minni-Maria;11
Minonna;5
Minou;12
Minta;38
Mintti;5
Minttu;4846
Minttu-Emilia;5
Minttu-Liisa;5
Minttumaari;7
Minttu-Maari;8
Minttumaaria;17
Minttu-Maaria;91
Minttu-Maija;5
Minttu-Mari;17
Minttumaria;10
Minttu-Maria;89
Minttu-Sofia;6
Mintunkukka;6
Minya;12
Mio;27
Miona;118
Mira;7720
Mira-Annika;5
Mirabel;11
Mirabella;54
Mira-Bella;6
Mirabelle;12
Miracle;13
Miradije;5
Miraella;6
Mirah;8
Miral;10
Miralda;10
Mira-Liisa;6
Mira-Maaria;5
Mira-Maria;42
Mirana;16
Miranda;1103
Miranja;6
Miranna;91
Mira-Sofia;6
Mira-Tuulia;6
Miray;19
Mirca;15
Mire;9
Mirei;6
Mireia;12
Mireille;36
Mireka;15
Mirel;11
Mirela;36
Mirell;10
Mirella;1754
Mirelle;108
Mirena;14
Mirenna;5
Miret;7
Mireta;6
Miretta;32
Mirette;153
Mireya;8
Mirha;9
Miri;13
Miria;17
Miriam;964
Miriami;5
Mirian;7
Miriel;10
Mirigli;34
Miriikka;9
Mirika;11
Mirikli;120
Mirina;14
Mirinda;5
Mirita;10
Miritza;12
Mirja;15118
Mirjaana;25
Mirja-Helena;7
Mirja-Kaarina;12
Mirjaleena;5
Mirja-Leena;111
Mirjaliisa;15
Mirja-Liisa;372
Mirjam;9842
Mirja-Maija;18
Mirjami;16161
Mirjana;19
Mirja-Riitta;38
Mirja-Sisko;7
Mirja-Terttu;5
Mirje;6
Mirjeta;7
Mirka;2476
Mirka-Leena;9
Mirka-Maaria;6
Mirka-Maarit;5
Mirka-Maria;15
Mirke;11
Mirkka;731
Mirkka-Liisa;6
Mirkka-Maaria;6
Mirkku;82
Mirlinda;10
Mirmeli;5
Mirna;20
Miro;18
Miroslava;25
Mirra;7
Mirsada;7
Mirta;11
Mirtta;7
Mirva;3201
Mirva-Leena;8
Mirva-Liisa;21
Mirva-Riitta;6
Mirve;18
Mirvete;6
Miryam;22
Mirza;6
Misa;60
Mischa;6
Misella;17
Miselle;10
Misha;6
Mishel;5
Miska;65
Miski;18
Misla;8
Missu;5
Mita;7
Mitja;20
Mitra;92
Mitzi;7
Miu;9
Miya;16
Miyuki;5
Mizgin;5
Mo;16
Moa;429
Moalim;7
Moana;15
Mobina;6
Modupe;7
Moe;19
Mohamad;25
Mohamed;1007
Mohammad;56
Mohammed;194
Mohamoud;16
Mohamud;168
Mohamuud;12
Mohannad;5
Mohd;8
Mohsen;9
Mohsin;8
Mohyidin;5
Moira;29
Mojgan;11
Molla;37
Molli;9
Mollie;16
Molly;260
Momo;7
Mon;6
Mona;2445
Mona-Carita;7
Mona-Liisa;10
Monalisa;12
Mona-Lisa;85
Mona-Maria;24
Mona-Riikka;5
Mona-Sofia;5
Mong;8
Monia;19
Monica;2949
Monika;1915
Mónika;9
Monique;47
Monir;5
Monira;6
Monita;8
Monja;13
Monna;120
Montaha;6
Montserrat;9
Moo;9
Mooa;6
Moon;8
Moona;1899
Moona-Kaisa;5
Moona-Liisa;5
Moona-Maria;11
Mooni;6
Moonica;8
Moonika;146
Mopelola;5
Morag;6
Morena;5
Morgan;20
Morgana;9
Morgane;5
Moriah;6
Morsal;10
Most.;5
Mostafa;6
Mouna;6
Mounia;5
Mousa;6
Mozhgan;6
Mst;5
Mst.;5
Mu;9
Muayad;7
Mubarak;7
Mugure;5
Muhamed;18
Muhammad;11
Muhammed;11
Muhiadin;15
Muhidin;8
Muhubo;5
Muhudiin;5
Muhudin;6
Muhumed;19
Mui;12
Muisto;78
Mukhtar;16
Muktar;12
Mulki;21
Mumbi;10
Mumin;18
Mumtaaz;7
Mumtaz;16
Muna;34
Münevver;5
Muniira;27
Munira;33
Munisa;5
Muno;10
Muntaha;13
Muoi;6
Murad;5
Muriel;16
Mursal;14
Muru;49
Musa;11
Musamad;5
Muse;19
Mushtak;10
Mushtaq;7
Muska;26
Muslim;8
Musse;27
Mustaf;13
Mustafa;49
Mustikka;32
Muthoni;23
Muusa;71
Muuse;12
Muwada;6
My;581
Mya;20
Mymmeli;5
Myra;23
Myriam;28
Myrna;22
Myrsky;54
Myrtel;9
Myrtle;8
Myrtti;8
Myry;5
Mysi;23
Myy;293
Na;8
Naa;10
Naajeh;5
Naana;25
Naava;15
Nabeela;5
Nabiha;6
Nabil;13
Nabila;28
Nada;104
Nadejda;105
Nadeschda;21
Nadeshda;7
Nadezda;228
Nadezhda;79
Nadia;334
Nadiia;5
Nadin;16
Nadina;14
Nadine;138
Nadira;17
Nadire;7
Nadiya;17
Nadja;937
Nadou;5
Nadra;13
Nadya;22
Nael;6
Naema;20
Naemi;37
Nafisa;23
Nafiso;10
Nagham;8
Nahal;5
Nahar;5
Naheed;6
Nahid;28
Nahida;10
Nahla;10
Naiima;6
Naiimo;6
Naila;13
Naile;10
Naima;79
Naime;7
Naimi;52
Naimo;24
Naira;5
Naja;9
Najah;14
Najat;11
Najem;5
Naji;5
Najiba;6
Najim;5
Najla;8
Najlaa;5
Najma;61
Najmo;34
Najwa;10
Nala;18
Nalin;5
Nam;10
Namfon;6
Nami;7
Namir;7
Namthip;6
Nan;39
Nana;457
Nanami;10
Nancy;263
Nanda;10
Nandi;6
Nandini;5
Nanet;5
Nanetta;5
Nanette;126
Nangula;5
Nani;25
Nanika;7
Nanja;23
Nanna;1067
Nanna-Johanna;6
Nanna-Mari;7
Nanna-Maria;8
Nanna-Sofia;5
Nanne;99
Nanni;189
Nannu;7
Nanny;100
Nanu;8
Nao;5
Naomi;420
Naomie;7
Nara;5
Narges;30
Nargis;13
Narin;25
Narmin;7
Naseer;8
Naser;5
Nashaad;8
Nashmil;6
Nasib;5
Nasim;10
Nasir;6
Nasra;47
Nasriin;9
Nasrin;42
Nasro;40
Nasser;5
Nassir;6
Nastaran;8
Nastasia;9
Nastasja;6
Nastassia;5
Nasteeho;14
Nasteho;27
Nasti;43
Nastja;7
Nata;25
Natacha;35
Natali;96
Natalia;2913
Natalie;1038
Nataliia;44
Nataliina;12
Natalija;35
Natalina;11
Nataliya;44
Natalja;139
Natallia;14
Nataly;15
Natalya;25
Natasa;32
Natascha;44
Natasha;310
Natashia;5
Natashja;5
Natasia;34
Natasja;21
Nathali;13
Nathalia;63
Nathalie;741
Nathalié;5
Natja;37
Natta;19
Nava;7
Nawaal;22
Nawal;39
Nawar;6
Nay;6
Naya;10
Nayla;9
Naz;26
Nazanin;26
Nazdar;5
Nazia;11
Nazife;6
Nazime;6
Nazli;13
Nazmije;5
Ndey;9
Ndeye;5
Ndidi;6
Nea;7443
Néa;26
Nea-Emilia;17
Neah;21
Nea-Julia;7
Nea-Lotta;7
Nea-Mari;13
Nea-Maria;75
Nea-Noora;20
Nea-Nora;6
Nea-Reetta;5
Nea-Sofia;29
Neda;41
Neea;3507
Neea-Emilia;8
Neea-Maria;16
Neea-Sofia;9
Neela;1236
Neele;19
Neeli;7
Neelia;204
Neema;23
Neemi;9
Neena;35
Neera;32
Neeta;18
Neetta;12
Nefeli;14
Nefer;6
Nefertiti;10
Negar;10
Negin;21
Neha;11
Nehir;13
Neida;5
Neija;23
Neila;25
Neili;14
Neilikka;54
Neira;5
Nejla;12
Nektaria;5
Nela;16
Nelda;5
Nele;28
Nelea;6
Neli;12
Nelia;69
Nell;9
Nella;3894
Nella-Mari;5
Nella-Maria;18
Nella-Noora;12
Nella-Riina;5
Nella-Sofia;13
Nelle;83
Nelli;4418
Nellia;5
Nellie;185
Nelli-Emilia;8
Nelliina;18
Nelli-Maaria;7
Nelli-Mari;6
Nelli-Maria;22
Nellinoora;22
Nelli-Noora;50
Nelli-Sofia;10
Nelly;894
Nelma;148
Nelmi;18
Nelmiina;5
Nemi;85
Nemo;7
Nena;15
Nene;13
Neneh;11
Nenita;5
Nenja;10
Nenna;392
Nenne;38
Nenni;9
Neo;14
Neomi;7
Neonilla;39
Nera;6
Nerea;21
Nergis;9
Neri;18
Neria;6
Nerina;10
Nerissa;21
Nermin;21
Nermina;10
Nesa;7
Neslihan;11
Nesrin;23
Nesrine;8
Nessa;103
Nessi;11
Neta;24
Netta;2609
Netta-Maaria;5
Netta-Maria;14
Nette;304
Nettie;5
Neva;19
Neve;71
Nevea;5
Nevena;6
Nevia;9
Nevin;10
Nexhmije;7
Nezha;5
Nga;55
Ngan;39
Nghi;6
Ngoc;270
Ngozi;22
Nguyen;43
Nguyet;38
Nha;11
Nhan;8
Nhat;11
Nhi;82
Nhu;64
Nhung;37
Ni;8
Nia;190
Niamh;7
Nian;11
Nica;14
Nicha;6
Nichole;7
Nicita;14
Nicki;6
Nico;5
Nicol;11
Nicola;228
Nicole;922
Nicolé;7
Nicoleta;16
Nicoletta;39
Nicolette;35
Nicolina;196
Nicoline;31
Nida;30
Nieves;11
Nigar;10
Nihal;7
Niia;159
Niika;22
Niiki;8
Niila;5
Niilontytär;6
Niina;12406
Niina-Johanna;8
Niina-Kaisa;12
Niina-Kristiina;6
Niina-Liisa;11
Niina-Maaria;6
Niina-Maarit;10
Niina-Maija;10
Niinamari;6
Niina-Mari;23
Niina-Maria;71
Niina-Marika;8
Niina-Marja;5
Niina-Riikka;17
Niina-Riitta;7
Niina-Susanna;6
Niini;75
Niisa;5
Niitta;8
Niitty;16
Nika;69
Nike;22
Niki;55
Nikita;150
Nikki;45
Niklasdotter;12
Niko;7
Nikol;14
Nikola;36
Nikolaeva;5
Nikolaevna;35
Nikolai;8
Nikolajevna;29
Nikole;16
Nikoleta;8
Nikoletta;17
Nikoliina;8
Nikolina;33
Nikoline;6
Nikontytär;6
Nil;5
Nila;47
Nilab;5
Nilay;6
Nilda;7
Nilgün;6
Nilla;164
Nilmini;6
Nilofar;5
Niloofar;6
Niloufar;8
Nilsdotter;16
Nilufar;5
Nima;12
Nimco;33
Nimo;72
Nina;15955
Nina-Carita;6
Nina-Emilia;5
Nina-Johanna;11
Nina-Kaarina;5
Nina-Kaisa;6
Nina-Kristiina;7
Nina-Liisa;10
Nina-Maarit;17
Ninamari;6
Nina-Mari;23
Ninamaria;5
Nina-Maria;145
Nina-Marie;11
Nina-Marika;11
Nina-Riikka;5
Nina-Riitta;6
Nina-Susanna;7
Ninel;10
Ninetta;31
Ninette;55
Ning;10
Nini;15
Ninita;5
Ninja;368
Ninka;9
Ninna;266
Ninna-Maria;5
Ninni;1562
Ninni-Maria;10
Ninnu;47
Nino;10
Nira;5
Nisa;42
Nisan;5
Nisha;10
Nita;815
Nitta;121
Nittaya;6
Njambi;12
Njeri;29
Njoki;11
Njomza;8
Nkechi;5
Nneka;8
Nnenna;14
Nneoma;5
Noa;69
Noah;5
Noe;6
Noel;30
Noela;15
Noelani;5
Noelia;66
Noella;40
Noelle;142
Noëlle;15
Noemi;57
Noémi;13
Noemie;6
Noémie;12
Noga;11
Nohair;5
Nola;11
Nolwenn;5
Nomi;49
Nona;127
Nonna;130
Noomi;583
Noona;239
Noor;124
Noora;11842
Noora-Elina;6
Noora-Emilia;31
Noora-Kaisa;6
Noora-Maija;7
Noora-Mari;8
Noora-Maria;67
Noora-Sofia;13
Noori;5
Noova;6
Nor;12
Nora;2418
Nóra;10
Nora-Emilia;8
Norah;39
Nora-Maria;13
Norea;6
Noreen;6
Norella;5
Nori;5
Noriko;9
Norma;109
Norna;9
Nour;62
Noura;20
Nova;222
Nova-Li;5
Novalie;47
Nu;9
Nuka;7
Nuna;7
Nunnu;9
Nupel;10
Nuppu;869
Nuppu-Maria;9
Nupur;5
Nur;151
Nura;33
Nuradin;6
Nuran;11
Nuray;9
Nuria;11
Nurije;5
Nuru;6
Nusaiba;5
Nusrat;11
Nuua;6
Nuur;38
Nuura;24
Nuuro;8
Nyambura;21
Nyima;7
Nyyrikki;8
Nyyti;35
Oana;9
Oanh;29
Ocean;7
Oceane;5
Océane;9
Octavia;17
Oda;12
Odelia;53
Odelma;5
Odessa;398
Odetta;6
Odette;97
Odile;5
Odilia;9
Ofelia;167
Ofilia;5
Oihonna;10
Oili;3195
Oilikki;18
Oili-Maria;6
Oiti;5
Oivi;84
Oivikki;7
Okariina;8
Okku;5
Oksana;159
Okuliina;7
Ola;8
Olanna;8
Olava;5
Olavi;20
Olavsdotter;8
Olegovna;13
Olena;80
Olesia;27
Olesja;24
Olessia;16
Olesya;24
Olga;4020
Olga-Maria;22
Olha;8
Oliivia;17
Olimpia;7
Olinda;7
Oline;39
Oliva;7
Olive;23
Oliver;25
Olivia;20442
Oliwia;36
Olja;6
Olka;28
Ollintytär;38
Olofsdotter;16
Ololade;6
Olsa;7
Olta;7
Olubunmi;5
Oluchi;9
Oluwadarasimi;5
Oluwakemi;8
